,0,1,2,3,4,5,6,7,8
3396,NA,ASMTL,MBD4,NA,NOL7,NA,NA,ATP6V1E1,NA
3397,NA,DUSP1,NA,NA,AC126696.3,NA,NA,ARL5B,NA
3398,NA,TMEM131,NA,NA,HSPA9,NA,NA,TBC1D2B,NA
3399,NA,SASS6,SEC22B,NA,NLRP6,NA,NA,LY6E-DT,NA
3400,NA,TMEM259,NA,NA,C12orf60,NA,NA,AC008915.2,NA
3401,NA,NDUFS2,NA,NA,ZNF829,NA,NA,NA,NA
3402,NA,LYRM1,RP9,NA,PNPO,NA,NA,NF2,NA
3403,NA,IDE,NA,NA,CENPS,NA,NA,NA,NA
3404,NA,MPND,MBOAT7,NA,APRT,NA,NA,TRPV2,NA
3405,NA,FCHO1,NA,NA,GAREM1,NA,NA,NA,NA
3406,NA,MTR,SH2D2A,NA,DPH2,NA,NA,RAD51,NA
3407,NA,INO80C,LINC01229,NA,GGCT,NA,NA,POLQ,NA
3408,NA,MAP3K2-DT,NA,NA,ARSG,NA,NA,IL18RAP,NA
3409,NA,ZNF83,PTK2,NA,ZNF616,NA,NA,KIAA1328,NA
3410,NA,GATA3,NA,NA,MFSD13A,NA,NA,TACC1,NA
3411,NA,CWC15,GRSF1,NA,AC245060.5,NA,NA,NUP62CL,NA
3412,NA,KCNA3,NA,NA,PRXL2A,NA,NA,NA,NA
3413,NA,ZFP91,RTCB,NA,YBEY,NA,NA,SMOX,NA
3414,NA,CCNK,NA,NA,PTGES3,NA,NA,NA,NA
3415,NA,PAG1,NA,NA,PEX12,NA,NA,LYSMD2,NA
3416,NA,PTK2B,NA,NA,HAGHL,NA,NA,NA,NA
3417,NA,KIF16B,NA,NA,LTBP4,NA,NA,NA,NA
3418,NA,ARRDC2,KIF21A,NA,MRPS6,NA,NA,FANCD2,NA
3419,NA,ATP11C,APIP,NA,RALY-AS1,NA,NA,CRAMP1,NA
3420,NA,PDE4DIP,NA,NA,CCL22,NA,NA,NA,NA
3421,NA,ANXA5,NA,NA,RFC5,NA,NA,NA,NA
3422,NA,H2AFY,TARBP2,NA,PTMA,NA,NA,GID4,NA
3423,NA,C6orf226,RPS17,NA,UBE3D,NA,NA,ABHD16A,NA
3424,NA,ZMAT5,PDXP,NA,ATIC,NA,NA,PSMD2,NA
3425,NA,WAC,NA,NA,DDX11,NA,NA,NA,NA
3426,NA,DEAF1,PRRX2,NA,KCNAB3,NA,NA,HLA-C,NA
3427,NA,EIF4G3,SEC13,NA,TRAPPC3,NA,NA,DSN1,NA
3428,NA,PARP2,NA,NA,CCDC59,NA,NA,NA,NA
3429,NA,SKIV2L,NA,NA,CEBPZ,NA,NA,NA,NA
3430,NA,LINC02361,NA,NA,EI24,NA,NA,NA,NA
3431,NA,MSRA,NA,NA,DCAF17,NA,NA,NA,NA
3432,NA,ZBED5,TMEM243,NA,SLBP,NA,NA,AC008105.1,NA
3433,NA,TMEM126B,XPNPEP1,NA,RBIS,NA,NA,CYTIP,NA
3434,NA,EDEM3,NA,NA,NFIL3,NA,NA,ELL,NA
3435,NA,CBR4,NA,NA,TRAV26-2,NA,NA,NA,NA
3436,NA,FMNL3,ZCCHC7,NA,PSMC6,NA,NA,CDK2AP2,NA
3437,NA,LIMK1,STK26,NA,TTC23,NA,NA,TOP2A,NA
3438,NA,PRPF6,NA,NA,FOXN3-AS1,NA,NA,NA,NA
3439,NA,FAM120A,NA,NA,EML1,NA,NA,NA,NA
3440,NA,BDH2,NA,NA,GNB1L,NA,NA,NA,NA
3441,NA,LDB1,HDDC2,NA,MLF2,NA,NA,KIAA1324L,NA
3442,NA,SLC16A1-AS1,NA,NA,GTPBP4,NA,NA,NA,NA
3443,NA,UBE2A,COA6,NA,AL392172.1,NA,NA,HIRIP3,NA
3444,NA,CDS2,NA,NA,POLR3G,NA,NA,NA,NA
3445,NA,RNF31,CSNK2B,NA,INKA1,NA,NA,AGTRAP,NA
3446,NA,HMCES,VSIR,NA,WRN,NA,NA,HMGB1,NA
3447,NA,EXT2,NA,NA,SETD4,NA,NA,CENPM,NA
3448,NA,BPNT1,GZMB,NA,FUOM,NA,NA,KIF14,NA
3449,NA,POT1,DEPDC7,NA,GARS,NA,NA,JUNB,NA
3450,NA,TMEM117,NA,NA,FAM98B,NA,NA,NA,NA
3451,NA,CNTNAP1,NA,NA,GNG5,NA,NA,NA,NA
3452,NA,SCRN3,SKIL,NA,GRPEL1,NA,NA,CELF2,NA
3453,NA,PHTF2,VAPA,NA,SPDL1,NA,NA,FUCA1,NA
3454,NA,MTPN,NA,NA,NDUFAF4,NA,NA,NA,NA
3455,NA,C11orf49,NA,NA,TRUB2,NA,NA,AEN,NA
3456,NA,CBL,MRPL55,NA,P2RY11,NA,NA,TXN,NA
3457,NA,STAG2,VKORC1L1,NA,GINS3,NA,NA,CANX,NA
3458,NA,UBR4,RGCC,NA,APEH,NA,NA,GNG10,NA
3459,NA,RMND5A,NA,NA,AC005586.1,NA,NA,NA,NA
3460,NA,RNF113A,NA,NA,CIP2A,NA,NA,NA,NA
3461,NA,TARS2,NA,NA,MOCS1,NA,NA,NA,NA
3462,NA,SLC11A2,RRAS2,NA,TROAP,NA,NA,ASPM,NA
3463,NA,CD59,NA,NA,PUS10,NA,NA,NA,NA
3464,NA,HLCS,NA,NA,FBXL18,NA,NA,NA,NA
3465,NA,BPHL,FLT1,NA,BDH1,NA,NA,PRH1,NA
3466,NA,ACSS1,CPNE8,NA,AC123912.1,NA,NA,NUP50,NA
3467,NA,MLKL,NA,NA,EEF1E1,NA,NA,ICAM1,NA
3468,NA,BORA,NA,NA,AL021707.2,NA,NA,NA,NA
3469,NA,DHRS4-AS1,NOL8,NA,POP4,NA,NA,UQCR10,NA
3470,NA,ZNF142,NFYB,NA,CDK2AP1,NA,NA,FLT3LG,NA
3471,NA,PECR,DSTYK,NA,TUBE1,NA,NA,MARK4,NA
3472,NA,ECHDC2,CPSF7,NA,TAMM41,NA,NA,IL15,NA
3473,NA,KLHL36,NA,NA,MMAA,NA,NA,NA,NA
3474,NA,YME1L1,NA,NA,MRPL40,NA,NA,NA,NA
3475,NA,LMBRD1,PREB,NA,RPP40,NA,NA,TPO,NA
3476,NA,ANAPC16,NA,NA,SRSF6,NA,NA,NA,NA
3477,NA,NQO2,NA,NA,RIOK1,NA,NA,RTN3,NA
3478,NA,TIAM2,USP14,NA,ZFR2,NA,NA,RPE,NA
3479,NA,ZNF140,NA,NA,SNAI1,NA,NA,SFR1,NA
3480,NA,ARHGAP1,NA,NA,PLAC8L1,NA,NA,NA,NA
3481,NA,TRIP4,NA,NA,TIMD4,NA,NA,NA,NA
3482,NA,SC5D,NA,NA,SPA17,NA,NA,NA,NA
3483,NA,PWWP2A,ARFGAP3,NA,VEGFA,NA,NA,ABCD1,NA
3484,NA,PIK3C2A,NA,NA,TMEM251,NA,NA,NA,NA
3485,NA,ADA,H3F3B,NA,INTS5,NA,NA,LINC02236,NA
3486,NA,DHX35,FKBP14,NA,C8orf76,NA,NA,HSD17B4,NA
3487,NA,GPR137B,PER2,NA,SLC25A19,NA,NA,SNRPG,NA
3488,NA,RBM23,MORC4,NA,RPP14,NA,NA,CDCA5,NA
3489,NA,GPCPD1,NA,NA,INTS1,NA,NA,NA,NA
3490,NA,RAP2C,NA,NA,SLC27A5,NA,NA,POLE3,NA
3491,NA,THEM4,TAF1A,NA,LARP4,NA,NA,GGH,NA
3492,NA,DGAT1,NA,NA,RNF138,NA,NA,NA,NA
3493,NA,LPCAT3,TNFRSF10B,NA,LMNB2,NA,NA,PRKCE,NA
3494,NA,DAPP1,AGPAT5,NA,EWSR1,NA,NA,HCFC1,NA
3495,NA,PCK2,NA,NA,RNF227,NA,NA,NA,NA
3496,NA,LIN9,NA,NA,ZNF670,NA,NA,NA,NA
3497,NA,POLL,THEM5,NA,SREK1,NA,NA,MCM4,NA
3498,NA,FAM32A,NDUFV3,NA,NRAV,NA,NA,SNX24,NA
3499,NA,PLPP1,NA,NA,NANP,NA,NA,NA,NA
3500,NA,PPP1R15B,FAM189B,NA,TMEM241,NA,NA,NUDT1,NA
3501,NA,TBC1D22B,PIGU,NA,NUDCD2,NA,NA,CALM3,NA
3502,NA,UQCRC2,NA,NA,AL354707.1,NA,NA,NA,NA
3503,NA,PILRB,SPR,NA,KLHL21,NA,NA,CAPG,NA
3504,NA,TRAPPC4,NA,NA,HSPA8,NA,NA,NA,NA
3505,NA,GPATCH3,DDX56,NA,AC020743.2,NA,NA,ITGB3BP,NA
3506,NA,CCDC136,HSP90AB1,NA,RPL14,NA,NA,ANK3,NA
3507,NA,FSD1L,AC012360.3,NA,LINC02666,NA,NA,CTSD,NA
3508,NA,MBTPS1,ETS2,NA,SNHG1,NA,NA,AP002495.1,NA
3509,NA,ZNF839,MOGS,NA,RUVBL1,NA,NA,SEC11A,NA
3510,NA,DOCK11,NA,NA,ZNF32-AS3,NA,NA,NA,NA
3511,NA,ARHGAP30,CHAC2,NA,ERI3,NA,NA,CEP135,NA
3512,NA,CORO7,PGRMC2,NA,AC244502.1,NA,NA,NUP62,NA
3513,NA,NDUFC1,STAT5A,NA,PON2,NA,NA,AURKB,NA
3514,NA,RBM34,NA,NA,NIPSNAP3B,NA,NA,NA,NA
3515,NA,DHRS11,FBXW11,NA,MOCS2,NA,NA,AC018521.5,NA
3516,NA,OGDH,STAP1,NA,HNRNPA0,NA,NA,GPS1,NA
3517,NA,GMIP,NA,NA,ZDHHC4,NA,NA,NA,NA
3518,NA,GAPVD1,RPUSD4,NA,NFKBIL1,NA,NA,OIP5,NA
3519,NA,SLC30A6,NA,NA,OSGEPL1,NA,NA,NA,NA
3520,NA,LINS1,NA,NA,RGS10,NA,NA,TSPOAP1-AS1,NA
3521,NA,SLC30A9,AL117381.1,NA,RANBP1,NA,NA,AC095057.3,NA
3522,NA,SUZ12,PFDN2,NA,HADH,NA,NA,SSRP1,NA
3523,NA,AC011444.1,ATP5MC3,NA,SLC35F1,NA,NA,SLC35F5,NA
3524,NA,CROT,DEC1,NA,LDHA,NA,NA,VPS18,NA
3525,NA,FKBP14,SAAL1,NA,RRP1,NA,NA,GLRX2,NA
3526,NA,SLC5A3,TRBC2,NA,COA5,NA,NA,CNOT9,NA
3527,NA,TSHZ1,CAMK2D,NA,TRMT112,NA,NA,ZMYND19,NA
3528,NA,AP4E1,NA,NA,CDCA7L,NA,NA,NA,NA
3529,NA,SPAG5-AS1,NA,NA,AC009118.2,NA,NA,NA,NA
3530,NA,ZFC3H1,NA,NA,CCDC138,NA,NA,APBA1,NA
3531,NA,JPX,NA,NA,BTLA,NA,NA,NA,NA
3532,NA,CRYZL1,GCDH,NA,LUC7L3,NA,NA,TATDN2,NA
3533,NA,LZTR1,RPS18,NA,PSMA1,NA,NA,ZNF398,NA
3534,NA,KIF2A,NCBP2,NA,TOMM6,NA,NA,DLGAP5,NA
3535,NA,CCSER2,BAIAP2,NA,NECTIN1,NA,NA,SLC25A1,NA
3536,NA,IDH3G,APEX1,NA,MIF,NA,NA,MVB12B,NA
3537,NA,NRBP1,SND1,NA,FAM207A,NA,NA,RHNO1,NA
3538,NA,SCAF8,GAPDH,NA,ZNF837,NA,NA,MYO9B,NA
3539,NA,ZNF107,RBM25,NA,PLD6,NA,NA,GET1,NA
3540,NA,PTPRJ,NA,NA,ZNF691,NA,NA,NA,NA
3541,NA,ACADS,NDUFAF4,NA,MRPL36,NA,NA,KCTD10,NA
3542,NA,FRYL,C8orf88,NA,LINC00339,NA,NA,GPATCH1,NA
3543,NA,SP2,NA,NA,C15orf41,NA,NA,NA,NA
3544,NA,MAP11,MRTO4,NA,FANCA,NA,NA,HJURP,NA
3545,NA,RFWD3,RNF121,NA,NME1,NA,NA,PGM3,NA
3546,NA,CCDC93,NA,NA,MDN1,NA,NA,NA,NA
3547,NA,LRCH1,ZDHHC16,NA,SDHAF3,NA,NA,AC079793.1,NA
3548,NA,MRTFB,LSG1,NA,ATAD1,NA,NA,POLD3,NA
3549,NA,DLG3,RPS16,NA,UQCRQ,NA,NA,PIGW,NA
3550,NA,ZNF880,MECR,NA,PDCD2L,NA,NA,IPO7,NA
3551,NA,COG6,CSTF1,NA,PEX11G,NA,NA,HADH,NA
3552,NA,P2RY8,NAT14,NA,LYRM4,NA,NA,RECQL,NA
3553,NA,ARHGEF7,RBFOX2,NA,PDCD6,NA,NA,PYGO2,NA
3554,NA,LINC00909,TXNRD1,NA,NAB2,NA,NA,ARL6IP6,NA
3555,NA,CDR2,SEC61A1,NA,VKORC1L1,NA,NA,LZTR1,NA
3556,NA,DUS4L,HSPH1,NA,CD27,NA,NA,REEP3,NA
3557,NA,DYRK2,NA,NA,CTPS1,NA,NA,NA,NA
3558,NA,CYB5D2,GSKIP,NA,ZSCAN30,NA,NA,NCAPD3,NA
3559,NA,ACTR3,GYPC,NA,COASY,NA,NA,ALDH9A1,NA
3560,NA,HACD2,FH,NA,ZMYND19,NA,NA,INIP,NA
3561,NA,GALM,NA,NA,CEP290,NA,NA,NA,NA
3562,NA,AGPAT4,NA,NA,ORC2,NA,NA,NA,NA
3563,NA,SRSF11,NA,NA,PARL,NA,NA,NA,NA
3564,NA,RBBP7,NOLC1,NA,GSTM1,NA,NA,RASAL3,NA
3565,NA,TBC1D17,SLC6A9,NA,RHBDD3,NA,NA,E2F3,NA
3566,NA,CAMSAP1,GPR183,NA,RPL23,NA,NA,DONSON,NA
3567,NA,UGDH,NA,NA,GTF2H1,NA,NA,NA,NA
3568,NA,ZNF680,NA,NA,HIRIP3,NA,NA,NA,NA
3569,NA,JAKMIP2,PRMT1,NA,CCNB1,NA,NA,RP2,NA
3570,NA,DNAJC7,KNSTRN,NA,MCM4,NA,NA,SPRYD7,NA
3571,NA,ERCC8,NA,NA,NMNAT1,NA,NA,NA,NA
3572,NA,ORC2,NA,NA,RAB7A,NA,NA,NA,NA
3573,NA,TRAPPC2,NA,NA,AC008267.5,NA,NA,NA,NA
3574,NA,BTN3A3,NA,NA,KALRN,NA,NA,NA,NA
3575,NA,NBEAL1,NA,NA,WDR77,NA,NA,NA,NA
3576,NA,ACADSB,NA,NA,PREPL,NA,NA,NA,NA
3577,NA,ZNF580,NA,NA,ZMAT2,NA,NA,NA,NA
3578,NA,EFCAB7,PNN,NA,TTC4,NA,NA,AC079305.1,NA
3579,NA,MKLN1,NA,NA,KIF15,NA,NA,NA,NA
3580,NA,P2RX7,NA,NA,C17orf107,NA,NA,NA,NA
3581,NA,ERC1,NA,NA,C16orf70,NA,NA,NA,NA
3582,NA,CERS4,NA,NA,AC021851.1,NA,NA,NA,NA
3583,NA,ALDH5A1,NA,NA,CKS2,NA,NA,NA,NA
3584,NA,AKT2,NA,NA,OPA1,NA,NA,NA,NA
3585,NA,LRRC8B,NA,NA,NUCB2,NA,NA,NA,NA
3586,NA,MKRN2,ZNF598,NA,ATP6V0A2,NA,NA,FARS2,NA
3587,NA,MED18,EXOSC7,NA,POLR2H,NA,NA,MYL6,NA
3588,NA,FXR1,NA,NA,CYSLTR1,NA,NA,NA,NA
3589,NA,INTS12,SRM,NA,DTL,NA,NA,TMOD2,NA
3590,NA,CDRT1,LSM12,NA,TIMM9,NA,NA,PSME1,NA
3591,NA,ACOT9,TADA1,NA,TOMM70,NA,NA,MAL,NA
3592,NA,ZCCHC18,CAMTA1,NA,PPIA,NA,NA,MRPL51,NA
3593,NA,XRCC1,SLC25A33,NA,POLR2F,NA,NA,XPO1,NA
3594,NA,TRAPPC12,NA,NA,E2F1,NA,NA,NA,NA
3595,NA,MRE11,NA,NA,CIAO3,NA,NA,AC036176.1,NA
3596,NA,HIPK3,CINP,NA,TKT,NA,NA,TES,NA
3597,NA,TTC14,DUSP14,NA,AP000688.1,NA,NA,SH3BGRL3,NA
3598,NA,PIKFYVE,P4HA1,NA,MZT2B,NA,NA,AGO4,NA
3599,NA,ASNSD1,NA,NA,GRSF1,NA,NA,NA,NA
3600,NA,ZDHHC7,ISM1,NA,HNRNPK,NA,NA,SLC39A1,NA
3601,NA,TRBV20-1,NA,NA,BBS1,NA,NA,NA,NA
3602,NA,USP19,NA,NA,SF3A2,NA,NA,NA,NA
3603,NA,IKZF1,ZNF22,NA,NDUFS3,NA,NA,AL355075.4,NA
3604,NA,ATG4D,NA,NA,SLC29A1,NA,NA,LIF,NA
3605,NA,CD164,PHLDB3,NA,STMN1,NA,NA,RNF31,NA
3606,NA,CDKN1C,TUBA1C,NA,PAFAH1B3,NA,NA,DNAJC9,NA
3607,NA,HCP5,KLRG1,NA,NIP7,NA,NA,CASP9,NA
3608,NA,CCDC102A,LMNB2,NA,KCNC4,NA,NA,GPSM3,NA
3609,NA,HOXB7,PSMC1,NA,HBS1L,NA,NA,SCCPDH,NA
3610,NA,DDX3Y,NA,NA,PSMB3,NA,NA,NA,NA
3611,NA,TET3,NA,NA,URGCP,NA,NA,NA,NA
3612,NA,YLPM1,NA,NA,PAQR3,NA,NA,NA,NA
3613,NA,ABHD12,WDR74,NA,CYC1,NA,NA,N4BP3,NA
3614,NA,SLC25A20,SNRPG,NA,SLC43A1,NA,NA,MCM8,NA
3615,NA,SNX10,IL1RL1,NA,CYP2U1,NA,NA,CD226,NA
3616,NA,C2orf74,CCDC200,NA,DKC1,NA,NA,SELENOH,NA
3617,NA,COX15,NA,NA,ARRDC3-AS1,NA,NA,NA,NA
3618,NA,INTS6L,NA,NA,TCF3,NA,NA,NA,NA
3619,NA,UBE2Z,NA,NA,GEMIN5,NA,NA,NA,NA
3620,NA,TBC1D10A,HYPK,NA,AAR2,NA,NA,LRRC1,NA
3621,NA,TAF2,TRIAP1,NA,ULK3,NA,NA,AC015802.4,NA
3622,NA,UBXN8,CLPP,NA,MRPL52,NA,NA,FURIN,NA
3623,NA,COQ10A,NA,NA,PCBD1,NA,NA,NA,NA
3624,NA,OTUD3,NA,NA,YOD1,NA,NA,NA,NA
3625,NA,EDF1,C10orf95,NA,CENPI,NA,NA,AL139317.5,NA
3626,NA,ZNF28,NPM3,NA,PTBP1,NA,NA,RAD54B,NA
3627,NA,RHBDD1,MRPS10,NA,DENR,NA,NA,MED13L,NA
3628,NA,RALY,NA,NA,AL645608.8,NA,NA,NA,NA
3629,NA,CES2,NA,NA,TOMM22,NA,NA,NA,NA
3630,NA,SNX19,COPS7B,NA,RSL24D1,NA,NA,ACAA2,NA
3631,NA,MORC4,EXTL2,NA,WDR4,NA,NA,PLA2G15,NA
3632,NA,POGZ,NA,NA,ISYNA1,NA,NA,NA,NA
3633,NA,BID,AATF,NA,RPIA,NA,NA,NACC2,NA
3634,NA,CDC25B,NA,NA,SIKE1,NA,NA,ERCC3,NA
3635,NA,RCAN1,NA,NA,REL,NA,NA,NA,NA
3636,NA,VPS33B,NA,NA,METTL5,NA,NA,NA,NA
3637,NA,KCTD6,FAM136A,NA,RIF1,NA,NA,MCUR1,NA
3638,NA,PER3,PFDN6,NA,RASGRF2,NA,NA,PI4K2B,NA
3639,NA,KLHL20,NA,NA,MLEC,NA,NA,RAB18,NA
3640,NA,QKI,QRSL1,NA,SUPT16H,NA,NA,BIRC5,NA
3641,NA,UBA3,NA,NA,DDX39B,NA,NA,NA,NA
3642,NA,TAF3,NA,NA,ROBO3,NA,NA,NA,NA
3643,NA,RAB3GAP1,NA,NA,SLC5A6,NA,NA,NA,NA
3644,NA,AKAP9,NA,NA,CDNF,NA,NA,NA,NA
3645,NA,BACH1,SLC35E4,NA,AL354696.2,NA,NA,MAN2B2,NA
3646,NA,NT5C2,LINC01353,NA,TCF7,NA,NA,MELK,NA
3647,NA,IGSF8,NA,NA,C1QTNF12,NA,NA,AC011603.2,NA
3648,NA,BCL7C,GLRX3,NA,RNASEH2C,NA,NA,TACC3,NA
3649,NA,TRIM52-AS1,NA,NA,TRIP13,NA,NA,NA,NA
3650,NA,RAB4B,ALG3,NA,FGF14-AS2,NA,NA,CLIC1,NA
3651,NA,METTL3,AC008771.1,NA,FLT1,NA,NA,KMT2B,NA
3652,NA,SHLD2,EXOSC4,NA,RRM2,NA,NA,IL22,NA
3653,NA,SNX27,NA,NA,USP31,NA,NA,NA,NA
3654,NA,ARNTL,NA,NA,PRR19,NA,NA,NA,NA
3655,NA,RNF146,NA,NA,AL080250.1,NA,NA,ARRB2,NA
3656,NA,ZNF354B,C12orf45,NA,PRELID3B,NA,NA,LINC01871,NA
3657,NA,AC020765.2,MRPS22,NA,KMT5C,NA,NA,ABCG1,NA
3658,NA,POR,NA,NA,AC016394.1,NA,NA,NA,NA
3659,NA,CDKN2AIP,NA,NA,STRN4,NA,NA,NA,NA
3660,NA,RNASET2,NA,NA,CHST10,NA,NA,RIMKLB,NA
3661,NA,ELMO1,NA,NA,THUMPD3,NA,NA,IFI27L2,NA
3662,NA,FLVCR2,RPS15A,NA,PRR4,NA,NA,DSTN,NA
3663,NA,RRN3,QSER1,NA,RPL35,NA,NA,AP002748.4,NA
3664,NA,SLC23A2,NA,NA,DOT1L,NA,NA,NA,NA
3665,NA,ANKH,NA,NA,MRPL38,NA,NA,NA,NA
3666,NA,SARM1,RABEPK,NA,COIL,NA,NA,RTCA,NA
3667,NA,TXK,NA,NA,RUVBL2,NA,NA,NA,NA
3668,NA,UBR3,NA,NA,NAT10,NA,NA,NA,NA
3669,NA,ZNF24,CCL22,NA,PSD,NA,NA,FAM110A,NA
3670,NA,ST3GAL3,NA,NA,TPX2,NA,NA,NA,NA
3671,NA,C1orf50,GSDME,NA,SRM,NA,NA,CLSPN,NA
3672,NA,ADARB1,JARID2,NA,EIF2B5,NA,NA,DUSP6,NA
3673,NA,CNOT8,WARS2,NA,KIF18A,NA,NA,TUBGCP3,NA
3674,NA,ADAT2,NMD3,NA,PTGFRN,NA,NA,DOHH,NA
3675,NA,INTS2,PREPL,NA,AC012063.1,NA,NA,AFAP1,NA
3676,NA,RAC1,NA,NA,CLCN5,NA,NA,MACF1,NA
3677,NA,PTPN23,C1QBP,NA,L3MBTL1,NA,NA,TTC7B,NA
3678,NA,GPR107,NA,NA,CDC6,NA,NA,NA,NA
3679,NA,ACSF3,NA,NA,C12orf29,NA,NA,NA,NA
3680,NA,AC004556.3,SNHG3,NA,RPS3,NA,NA,AC131237.1,NA
3681,NA,CYTH2,BMERB1,NA,APOOL,NA,NA,HBEGF,NA
3682,NA,LASP1,NA,NA,STK32C,NA,NA,NA,NA
3683,NA,ASB8,NA,NA,TIMM8A,NA,NA,MCM2,NA
3684,NA,C10orf143,WDR77,NA,HIST1H4D,NA,NA,AIDA,NA
3685,NA,ZSCAN32,NA,NA,PEX5,NA,NA,NA,NA
3686,NA,TAF5L,SIPA1L1,NA,SLC22A5,NA,NA,POLD1,NA
3687,NA,GTF2E1,BCS1L,NA,ZNF628,NA,NA,HAUS1,NA
3688,NA,NUBP1,NA,NA,RPL31,NA,NA,NA,NA
3689,NA,MBD5,NA,NA,POLR3A,NA,NA,NA,NA
3690,NA,MOSPD2,NA,NA,NPM3,NA,NA,NA,NA
3691,NA,SLC33A1,NA,NA,HMGN2,NA,NA,NA,NA
3692,NA,AC010642.2,NA,NA,ZNF500,NA,NA,NA,NA
3693,NA,JMY,TPD52,NA,TMEM141,NA,NA,ARHGAP19,NA
3694,NA,RILP,NA,NA,BX890604.2,NA,NA,NA,NA
3695,NA,USP47,AHI1,NA,PRIM1,NA,NA,TUBA4A,NA
3696,NA,RFNG,DIABLO,NA,TNPO2,NA,NA,ELOVL5,NA
3697,NA,STXBP3,NA,NA,RAB34,NA,NA,CCDC186,NA
3698,NA,CAMK2G,ZNF584,NA,EIF3B,NA,NA,CEP112,NA
3699,NA,AGPAT2,RNPS1,NA,DDX49,NA,NA,LIPA,NA
3700,NA,CANT1,HMGA1,NA,IL10RB-DT,NA,NA,PLCB1,NA
3701,NA,SNX17,NA,NA,RPL37A,NA,NA,NA,NA
3702,NA,TRIM24,AGFG1,NA,BBS12,NA,NA,DEPDC1,NA
3703,NA,SMIM19,NA,NA,ZNF74,NA,NA,NA,NA
3704,NA,POLE,MAP3K13,NA,CCAR1,NA,NA,MIR22HG,NA
3705,NA,ATE1,GIT1,NA,NUP88,NA,NA,FHL1,NA
3706,NA,RAF1,NA,NA,EIF4E2,NA,NA,NA,NA
3707,NA,KSR1,NA,NA,NOLC1,NA,NA,NA,NA
3708,NA,OGFR,NA,NA,VAT1,NA,NA,NA,NA
3709,NA,GLYCTK,POLR3H,NA,ZFPL1,NA,NA,TROAP,NA
3710,NA,MARCH6,EIF2A,NA,SRSF3,NA,NA,PARP9,NA
3711,NA,PAPOLA,NA,NA,SPDYA,NA,NA,NA,NA
3712,NA,DNAJB14,NA,NA,HNRNPA3,NA,NA,NA,NA
3713,NA,KIAA0930,NA,NA,UBE2F,NA,NA,NA,NA
3714,NA,CHAMP1,SEC62,NA,NUDT8,NA,NA,ZNF652,NA
3715,NA,TGFBRAP1,AC118549.1,NA,NOC4L,NA,NA,LSM8,NA
3716,NA,EIF2AK4,NA,NA,C6orf52,NA,NA,NA,NA
3717,NA,ZNF138,NA,NA,PRR7,NA,NA,NA,NA
3718,NA,DNM3,PWP1,NA,SLC2A6,NA,NA,TRIQK,NA
3719,NA,MFHAS1,PRMT5,NA,CENPX,NA,NA,IFITM1,NA
3720,NA,LIPT1,NA,NA,MTHFD2,NA,NA,NA,NA
3721,NA,ITK,ADGRE2,NA,CCT5,NA,NA,MTX2,NA
3722,NA,ZNF513,MAMLD1,NA,PBDC1,NA,NA,DPP4,NA
3723,NA,IRF2BPL,PISD,NA,HASPIN,NA,NA,RARG,NA
3724,NA,TRMT44,NA,NA,TMEM11,NA,NA,NA,NA
3725,NA,ATXN2,NA,NA,HDAC7,NA,NA,NA,NA
3726,NA,ZNF273,NA,NA,C15orf40,NA,NA,NA,NA
3727,NA,ZBTB45,TMEM147,NA,C17orf97,NA,NA,POLG,NA
3728,NA,PRKACA,NA,NA,IMPACT,NA,NA,NA,NA
3729,NA,S1PR1,UGDH,NA,DSN1,NA,NA,LTA,NA
3730,NA,BRPF1,RPS21,NA,MPZL2,NA,NA,VAMP8,NA
3731,NA,SPAG16,MID1IP1,NA,MRPS23,NA,NA,MTX1,NA
3732,NA,FUT11,FBXO31,NA,LTV1,NA,NA,PSMD6,NA
3733,NA,RAB11B-AS1,RBIS,NA,SMARCA4,NA,NA,PSMB2,NA
3734,NA,MOB3C,MRPS9,NA,PANK1,NA,NA,CD40LG,NA
3735,NA,SMYD3,CNOT1,NA,HPDL,NA,NA,IER2,NA
3736,NA,HSCB,ZNF324B,NA,CCDC137,NA,NA,PYGB,NA
3737,NA,ZHX1,UQCRFS1,NA,NAA50,NA,NA,TBK1,NA
3738,NA,ZNF444,RGS10,NA,TRAP1,NA,NA,CD52,NA
3739,NA,FAM160B2,NA,NA,EIF3I,NA,NA,NA,NA
3740,NA,MTMR9,NA,NA,CYB5D1,NA,NA,NA,NA
3741,NA,SUV39H1,NA,NA,C1QBP,NA,NA,NA,NA
3742,NA,C9orf85,NA,NA,ASB6,NA,NA,NA,NA
3743,NA,TMEM245,NA,NA,MCMDC2,NA,NA,MCM3,NA
3744,NA,RMDN1,BTLA,NA,SNUPN,NA,NA,ST20-AS1,NA
3745,NA,TRIM33,NA,NA,AGBL5,NA,NA,NA,NA
3746,NA,TBC1D13,NA,NA,TMEM18,NA,NA,NA,NA
3747,NA,NOL4L,NAF1,NA,RPLP2,NA,NA,CD53,NA
3748,NA,SMIM26,PRDX4,NA,CDK4,NA,NA,VAV1,NA
3749,NA,PPP6R2,EIF2B5,NA,PHKA1,NA,NA,POLR2L,NA
3750,NA,TPRG1L,NA,NA,MZF1-AS1,NA,NA,NA,NA
3751,NA,ASPM,NUP93,NA,RBL1,NA,NA,SPOCK2,NA
3752,NA,ZNF567,NA,NA,STRBP,NA,NA,NA,NA
